codeFleet,depot_id,hours_service,model_code,line_code,manufacturer,overhaulLast,id_unit,year_commission,region_install,serial_number,ownerOperator,duty_class
FC,32,10630.40000,APU-15,L4,Trapp Langern OHG mbH,2024-08-02,1146,2021,Regen,WE-8484-18617,Rädel Löwer AG,1
FA,3,9181.10000,APU-15,L2,Pinho Lopes Lda.,2021-11-14,1147,2022,Barbarachester,GF-2381-76116,Rogner KG,H
FC,56,17290.70000,APU-15,L6,Ribeiro,2016-02-21,1148,2020,Hensleyville,FE-1028-49890,Silva,L
FE,5,10587.10000,APU-12,L2,"Becker, Sanchez and Crawford",2018-09-14,1149,2021,Klötze,UY-1787-76305,Amorim,L
FE,72,3484.00000,XC-7,L4,Kraushaar GbR,2017-05-17,1150,2024,Vila Real,RX-5258-35046,"Becker, Sanchez and Crawford",2
FA,35,32418.00000,APU-15,L2,James PLC,2015/01/27,1151,2015,Christinehaven,DM-5380-42637,Amorim, L 
FA,50,28017.90000,APU-12,L3,Christoph GmbH,06 Oct 2019,1152,2016,Zerbst,JF-0635-31296,Gutknecht Stiftung & Co. KG,normal
FC,25,10863.90000,XC-7,L6,Trevino-Turner,"02/17/2022, 00:00:00",1153,2021,Port Alanside,QV-5147-85945,"Becker, Sanchez and Crawford",L
FE,57,11048.70000,APU-20,L4,Faria,2020-05-30,1154,2021,Klötze,QS-0128-73455,Pinto Gaspar S.A.,normal
FE,29,15137.60000,APU-20,L6,Mitschke,2021/05/09,1155,2020,Caldas da Rainha,NB-2567-77028,Leal Freitas S/A,3
FA,94,13868.10000,APU-12,L5,Reinhardt,2023-02-15,1156,2021,Harrisbury,CQ-4237-40788,Rogner KG,heavy
FE,57,11278.40000,APU-15,L5,Zobel,2018/10/09,1157,2021,Christinehaven,IO-2063-31373,"Henson, Walker and Pruitt",med
FD,18,11496.10000,APU-20,L2,"Becker, Sanchez and Crawford",09 Oct 2016,1158,2021,Ochsenfurt,TC-3485-25445,Macedo Faria e Filhos,1
FE,113,8961.70000,APU-15,L1,Ribeiro,2020/12/24,1159,2022,Genthin,GC-2613-86207,Kraushaar GbR,heavy
FB,10,3341.00000,XC-7,L6,Hofmann Bender GmbH,09 Jan 2020,1160,2024,Angelashire,KH-4823-13293,Faria,1
FE,12,16050.40000,APU-20,L4,Hövel Jopich KG,20 Jul 2023,1161,2020,West Nicolechester,OU-3837-24454,Rogner KG, 1 
FC,75,14448.50000,XC-7,L4,Trevino-Turner,02 Nov 2022,1162,2020,Hensleyville,BF-0146-00105,Teixeira,med
FD,9,15034.70000,APU-20,L4,Hövel Jopich KG,2016-08-26,1163,2020,Youngfort,SD-8575-65621,"Hernandez, Malone and Smith",light
FA,7,19982.90000,XC-7,L6,Allen-Ferguson,2018-08-10,1164,2019,Hensleyville,KS-0622-45023,Pinho Lopes Lda.,L
FD,90,12540.90000,APU-12,L1,Leal Freitas S/A,2022-05-12,1165,2021,Trancoso,HC-0616-35230,Walker Ltd,H
FE,81,7333.00000,APU-20,L1,"Carter, Kim and Allen",2019-10-12,1166,2022,São João da Madeira,AF-5247-62504,"Barker, Henson and Neal",H
FE,32,7076.10000,APU-12,L4,James PLC,2023-08-14,1167,2022,São João da Madeira,QM-3066-16415,Christoph GmbH,heavy
FC,13,5831.10000,XC-7,L2,Schenk GmbH,"07/04/2024, 00:00:00",1168,2023,Nordhausen,DE-2336-32026,Silva,1
FE,3,12463.60000,APU-12,L5,Trevino-Turner,"01/01/2023, 00:00:00",1169,2021,West Nicolechester,WL-3146-41724,Christoph GmbH,light
FD,59,13010.30000,XC-7,L2,Kraushaar GbR,2017/07/13,1170,2021,Oranienburg,MT-4759-20567,"Rivers, Welch and Hood",normal
FE,82,23984.10000,APU-15,L1,James PLC,"08/24/2017, 00:00:00",1171,2018,Angermünde,KA-4436-98864,Rädel Löwer AG,L
FD,65,12694.10000,APU-15,L1,Gutknecht Stiftung & Co. KG,2019-01-03,1172,2021,Moura,SV-9323-99961,Pinto Gaspar S.A.,heavy
FB,97,5669.10000,APU-12,L1,Reinhardt,2017-12-11,1173,2023,Caldas da Rainha,CJ-4469-26703,Huhn KGaA,H
FA,109,11129.50000,APU-12,L5,Allen-Ferguson,"11/29/2016, 00:00:00",1174,2021,Genthin,OY-8115-79277,Christoph GmbH,H
FE,117,4411.20000,XC-7,L2,"Moore, Kennedy and Berger","04/15/2021, 00:00:00",1175,2023,Barbarachester,KN-6403-93629,James PLC,light
FC,13,4598.30000,APU-12,L1,Walker Ltd,2024/10/03,1176,2023,Gomezberg,OJ-4059-85880,"Moore, Kennedy and Berger",1
FE,24,42566.00000,APU-15,L6,"Hernandez, Malone and Smith",2021-10-04,1177,2012,Hensleyville,EC-7339-99088,Pinho Lopes Lda.,light
FC,82,4696.20000,APU-12,L3,"Moore, Kennedy and Berger",2022/07/31,1178,2023,Zerbst,MW-8809-35303,Rädel Löwer AG,heavy
FC,45,17558.40000,APU-15,L6,Amorim,11 Apr 2020,1179,2019,Loulé,FC-9670-54875,Silva,med
FD,32,13235.00000,APU-20,L1,Johnson-Garrett,2016-09-03,1180,2021,Biedenkopf,RQ-0618-15940,Macedo Faria e Filhos,L
FB,97,4256.80000,APU-20,L6,Trapp Langern OHG mbH,2023-11-04,1181,2023,West Andrewborough,RX-7371-23882,Stroh,heavy
FB,119,28998.50000,APU-20,L1,"Carter, Kim and Allen","03/16/2019, 00:00:00",1182,2016,Nürtingen,WP-7992-32443,Amorim,3
FA,34,11546.20000,APU-12,L4,"Moore, Kennedy and Berger",2022-01-29,1183,2021,Youngfort,IZ-9356-17751,Roy and Sons,1
FC,66,19469.80000,XC-7,L4,"Henson, Walker and Pruitt",2018-09-29,1184,2019,Gifhorn,DD-0472-69228,"Henson, Walker and Pruitt",med
FD,107,15767.40000,APU-20,L6,Amorim,2016/03/26,1185,2020,Torres Vedras,SH-8128-91083,Christoph GmbH,3
FD,90,22015.90000,APU-20,L3,"Hernandez, Malone and Smith",2017-07-28,1186,2018,Moura,TX-9183-57921,Mitschke,light
FE,49,18826.60000,APU-12,L6,Rädel Löwer AG,"06/05/2023, 00:00:00",1187,2019,Genthin,UE-5112-86911,Reinhardt,heavy
FE,98,20044.90000,APU-20,L5,Trevino-Turner,2020-10-26,1188,2019,Schleiz,KC-8145-39102,Trevino-Turner,heavy
FA,33,16414.40000,APU-15,L2,Teixeira,2022/05/12,1189,2020,Chaves,NJ-3520-21544,Ribeiro,L
FA,75,25726.50000,APU-20,L4,Hofmann Bender GmbH,"02/15/2016, 00:00:00",1190,2017,Angelashire,BY-2470-95826,Hermighausen Weinhold AG & Co. KG,normal
FC,26,10213.50000,APU-20,L2,Allen-Ferguson,"02/17/2017, 00:00:00",1191,2022,Port Alanside,XU-3178-07431,Reinhardt,1
FA,62,11601.20000,APU-15,L6,Christoph GmbH,2016/03/20,1192,2021,Genthin,RV-6230-66505,"Rivers, Welch and Hood",2
FD,104,45000.00000,APU-20,L1,Gutknecht Stiftung & Co. KG,2023/06/05,1193,2012,Klötze,NM-7864-90672,Schenk GmbH,heavy
FD,64,11730.40000,APU-12,L1,Faria,"05/04/2024, 00:00:00",1194,2021,Klötze,GQ-3203-41797,James PLC,med
FC,97,21821.10000,APU-12,L6,Christoph GmbH,2018-01-29,1195,2018,Regen,LV-5333-72942,Gutknecht Stiftung & Co. KG,H
FC,58,31784.60000,APU-15,L1,Mitschke,28 Mar 2022,1196,2015,Angelashire,AL-2498-13706,Ribeiro,normal
FE,48,5462.00000,APU-15,L5,Allen-Ferguson,"04/08/2016, 00:00:00",1197,2023,Gifhorn,YT-8325-98276,Hermighausen Weinhold AG & Co. KG,normal
FC,117,5883.10000,APU-12,L1,Huhn KGaA,08 Aug 2018,1198,2023,Amarante,WR-6652-57229,"Rivers, Welch and Hood",2
FA,87,10782.60000,APU-20,L1,Macedo Faria e Filhos,2015/04/12,1199,2021,East Joshuabury,XX-2505-52680,Hövel Jopich KG,N
FD,118,10379.50000,XC-7,L1,Reinhardt,2023/07/18,1200,2022,East Joshuabury,FV-8003-32083,"Henson, Walker and Pruitt",heavy
FC,102,8963.70000,APU-15,L3,Pinto Gaspar S.A.,2024-09-22,1201,2022,Naila,HA-0827-70809,"Barker, Henson and Neal",light
FD,8,10736.70000,XC-7,L2,James PLC,2020/07/23,1202,2021,West Andrewborough,IH-6137-09150,Trapp Langern OHG mbH,3
FA,110,8226.90000,XC-7,L2,Rädel Löwer AG,2024/11/06,1203,2022,Bad Freienwalde,TA-3484-70302,Mitschke,heavy
FE,113,4535.10000,APU-12,L2,Trevino-Turner,05 Aug 2015,1204,2023,Zerbst,ET-8308-69070,Faria,heavy
FC,50,11435.60000,APU-12,L2,Rogner KG,12 Nov 2018,1205,2021,South Sabrina,HF-8858-12805,Schenk GmbH,normal
FC,17,13114.90000,APU-15,L6,"Becker, Sanchez and Crawford","10/28/2018, 00:00:00",1206,2021,Johnnymouth,DQ-5297-70214,"Gibbs, Scott and Moore",light
FD,20,,APU-15,L4,Trapp Langern OHG mbH,09 Jan 2018,1207,2020,São João da Madeira,XH-4682-67413,Huhn KGaA,L
FD,34,10914.20000,XC-7,L5,"Carter, Kim and Allen",2015-08-25,1208,2021,Kusel,FY-8034-85223,Rädel Löwer AG,light
FE,61,8312.60000,XC-7,L3,"Hernandez, Malone and Smith","10/04/2023, 00:00:00",1209,2022,Trancoso,XC-8302-98470,Macedo Faria e Filhos,N
FA,19,22132.20000,APU-12,L4,Reinhardt,2019-02-17,1210,2018,Youngfort,VA-3818-27227,Amorim,L
FD,28,5573.10000,APU-20,L2,Mangold GbR,2023-03-15,1211,2023,Gomezberg,UH-2252-29697,Pinho Lopes Lda., 1 
FC,24,18889.00000,XC-7,L6,Allen-Ferguson,"09/21/2022, 00:00:00",1212,2019,Tondela,DT-1446-39568,Pinho Lopes Lda.,1
FC,87,,XC-7,L3,"Carter, Kim and Allen",13 Oct 2017,1213,2022,São Salvador de Lordelo,BZ-9465-46369,Mitschke,H
FD,84,9403.50000,APU-20,L1,"Gibbs, Scott and Moore",06 Jan 2022,1214,2022,New Danielshire,HK-6262-91392,Christoph GmbH,heavy
FE,24,8609.10000,APU-15,L3,Mangold GbR,"10/04/2015, 00:00:00",1215,2022,Hensleyville,YH-0689-29352,Walker Ltd,med
FC,101,23451.30000,APU-15,L5,Mitschke,02 Dec 2016,1216,2018,Caldas da Rainha,NH-3295-93869,Walker Ltd,3
FE,65,25207.60000,APU-12,L5,Schenk GmbH,2020-07-21,1217,2017,Johnnymouth,UD-9807-97087,"Moore, Kennedy and Berger",normal
FB,56,4586.90000,APU-15,L1,Christoph GmbH,"12/07/2017, 00:00:00",1218,2023,Angermünde,OL-2207-82214,"Rivers, Welch and Hood",normal
FE,4,18384.20000,APU-15,L3,Hermighausen Weinhold AG & Co. KG,21 Nov 2024,1219,2019,Guimarães,ZD-4370-40105,Silva,1
FE,66,37367.60000,APU-20,L1,"Barker, Henson and Neal",20 Jul 2019,1220,2014,Vila Real,MJ-3967-35074,Amorim,2
FB,35,2753.30000,APU-15,L2,Reinhardt,2016-03-28,1221,2024,São Salvador de Lordelo,UE-7034-43297,Mitschke,N
FA,79,24747.00000,APU-15,L4,Leal Freitas S/A,2024/06/05,1222,2017,São João da Madeira,PP-3792-05172,Heinrich, normal 
FB,115,,APU-12,L4,Amorim,"12/31/2020, 00:00:00",1223,2016,Naila,TM-7436-82656,"Moore, Kennedy and Berger",med
FD,110,5427.20000,APU-20,L3,Huhn KGaA,09 Nov 2019,1224,2023,Sacavém,CI-2584-81441,"Gibbs, Scott and Moore",heavy
FE,116,17758.20000,APU-15,L2,Zobel,2018-08-07,1225,2019,South Renee,OE-1253-24265,Christoph GmbH,H
FC,15,3002.50000,APU-20,L5,Huhn KGaA,2015-07-09,1226,2024,Torres Novas,DD-7551-22328,Rädel Löwer AG, L 
FB,96,10820.50000,APU-20,L6,Johnson-Garrett,21 Dec 2021,1227,2021,Quarteira,JN-2043-93701,Walker Ltd, 3 
FC,82,3800.40000,XC-7,L2,"Becker, Sanchez and Crawford","09/19/2017, 00:00:00",1228,2023,Youngfort,UN-4785-86288,Pinto Gaspar S.A.,heavy
FC,65,32807.40000,APU-20,L1,Amorim,2015-04-27,1229,2015,Lake Amy,BT-6575-62921,Pinho Lopes Lda.,H
FE,119,21794.10000,APU-15,L5,Kraushaar GbR,2019-12-08,1230,2018,Genthin,CN-8324-57882,Ribeiro,3
FE,27,8346.60000,APU-15,L6,Stroh,"09/07/2017, 00:00:00",1231,2022,Fiães,NA-2641-39025,Rogner KG,1
FD,98,24180.50000,APU-15,L6,Gutknecht Stiftung & Co. KG,"11/27/2022, 00:00:00",1232,2018,Nordhausen,MK-0440-73663,"Barker, Henson and Neal",3
FC,52,13543.00000,APU-12,L6,James PLC,"02/18/2019, 00:00:00",1233,2021,Torres Vedras,NX-9455-20191,Allen-Ferguson,N
FD,51,5299.70000,APU-12,L3,Hofmann Bender GmbH,"07/20/2023, 00:00:00",1234,2023,Ochsenfurt,JF-2000-50803,Zobel,N
FB,32,16182.30000,APU-12,L3,Trapp Langern OHG mbH,11 Feb 2022,1235,2020,West Nicolechester,QG-4878-77784,Silva,light
FE,37,11982.00000,APU-12,L4,"Carter, Kim and Allen",2021/11/25,1236,2021,Sacavém,IE-5967-29965,"Carter, Kim and Allen",1
FB,85,17156.60000,APU-20,L4,Hofmann Bender GmbH,13 Apr 2024,1237,2020,Klötze,GD-3757-34854,"Henson, Walker and Pruitt",light
FB,77,10500.30000,APU-15,L3,Christoph GmbH,"10/08/2024, 00:00:00",1238,2021,São João da Madeira,TQ-6928-98951,Hermighausen Weinhold AG & Co. KG,N
FD,12,7575.50000,APU-15,L3,Trevino-Turner,2016/03/25,1239,2022,Almada,PC-3091-39809,Mitschke,1
FB,14,11114.60000,APU-20,L1,Leal Freitas S/A,2023/10/05,1240,2021,Macedo de Cavaleiros,MC-6980-83105,Hofmann Bender GmbH,1
FE,64,21463.50000,XC-7,L4,Schenk GmbH,03 Dec 2021,1241,2018,Caldas da Rainha,LG-2318-69228,"Moore, Kennedy and Berger",N
FA,7,13927.40000,XC-7,L5,Huhn KGaA,2018/09/21,1242,2021,South Renee,OO-7660-82275,Hövel Jopich KG,L
FD,16,,XC-7,L1,Macedo Faria e Filhos,2024-10-27,1243,2021,Youngfort,EY-6250-55362,Leal Freitas S/A,1
FA,23,4917.90000,APU-15,L4,Trapp Langern OHG mbH,2016-12-07,1244,2023,Macedo de Cavaleiros,DX-7468-53734,Trapp Langern OHG mbH,light
FD,83,27183.50000,XC-7,L2,Trapp Langern OHG mbH,2024/05/30,1245,2017,Barbarachester,PT-2290-10699,"Hernandez, Malone and Smith",heavy
FB,91,18918.30000,APU-15,L2,Huhn KGaA,12 Nov 2020,1246,2019,Naila,FK-1880-89295,"Carter, Kim and Allen",3
FE,18,19690.70000,APU-20,L5,Stroh,"05/08/2017, 00:00:00",1247,2019,Port Alanside,EP-0392-94637,"Rivers, Welch and Hood",1
FC,43,8980.30000,APU-15,L6,Leal Freitas S/A,2017/02/21,1248,2022,Moura,WC-2684-13791,Amorim,normal
FA,63,9033.50000,APU-20,L1,Trapp Langern OHG mbH,2019-03-04,1249,2022,West Andrewborough,XT-9027-96561,Teixeira,normal
FC,119,11226.60000,APU-15,L3,Teixeira,2015/10/11,1250,2021,Regen,LL-9224-21014,"Gibbs, Scott and Moore",3
FB,29,32440.00000,APU-20,L3,"Moore, Kennedy and Berger","12/01/2015, 00:00:00",1251,2015,West Andrewborough,AR-6304-39672,Mangold GbR, 1 
FA,45,,APU-15,L5,Mitschke,2015-11-12,1252,2021,Amarante,VW-2760-78537,Walker Ltd,normal
FB,57,34877.30000,APU-20,L5,Schenk GmbH,18 Apr 2019,1253,2015,Nürtingen,OG-2024-01981,Schenk GmbH, N 
FD,4,13197.00000,APU-15,L3,"Becker, Sanchez and Crawford","09/25/2017, 00:00:00",1254,2021,Nordhausen,OI-2847-03304,Walker Ltd,1
FA,105,,XC-7,L5,Roy and Sons,2022/12/28,1255,2012,Lourosa,VR-2450-44236,Roy and Sons,1
FE,14,,XC-7,L2,Walker Ltd,2015/03/02,1256,2022,Cartaxo,NF-8478-96440,Trapp Langern OHG mbH,light
FB,28,15404.50000,XC-7,L2,Stroh,2017/03/24,1257,2020,Almada,AM-2345-36692,"Barker, Henson and Neal",L
FA,114,9217.60000,APU-12,L2,Pinto Gaspar S.A.,2022/07/09,1258,2022,Gomezberg,DX-1787-57084,Hermighausen Weinhold AG & Co. KG,N
FC,64,5155.30000,APU-20,L5,"Moore, Kennedy and Berger","12/04/2023, 00:00:00",1259,2023,Nürtingen,SG-4276-84526,Mangold GbR,1
FD,88,9440.80000,APU-15,L4,Johnson-Garrett,"06/30/2015, 00:00:00",1260,2022,São João da Madeira,CY-8086-80717,Roy and Sons,heavy
FA,109,15317.00000,APU-15,L1,Reinhardt,"02/09/2016, 00:00:00",1261,2020,Barbarachester,JJ-4808-09728,Hermighausen Weinhold AG & Co. KG,L
FD,47,8053.80000,APU-12,L5,"Gibbs, Scott and Moore",2024-10-15,1262,2022,Sacavém,CT-8687-01967,Johnson-Garrett,heavy
FC,47,12561.70000,APU-15,L3,Hövel Jopich KG,2017/05/07,1263,2021,Johnnymouth,RB-3538-52212,Ribeiro,N
FB,72,6215.10000,APU-15,L6,Huhn KGaA,2021/02/06,1264,2023,Zerbst,VA-7951-23300,"Barker, Henson and Neal", normal 
FA,9,8024.10000,APU-12,L4,Rogner KG,"10/03/2019, 00:00:00",1265,2022,Gomezberg,NG-1805-68235,"Hernandez, Malone and Smith",L
FD,23,31696.20000,APU-20,L3,Hofmann Bender GmbH,"01/24/2018, 00:00:00",1266,2015,New Danielshire,YC-3555-36387,Christoph GmbH,1
FE,30,35331.20000,APU-20,L6,"Hernandez, Malone and Smith",12 Mar 2016,1267,2014,Schleiz,GT-0648-05551,Trapp Langern OHG mbH,light
FE,3,15326.20000,APU-15,L5,"Henson, Walker and Pruitt",11 Dec 2018,1268,2020,Nordhausen,UX-6834-03760,Trapp Langern OHG mbH,1
FD,50,6685.70000,APU-15,L4,Mangold GbR,2023-08-28,1269,2023,Barbarachester,YP-7697-92284,Mangold GbR,med
FA,45,32232.60000,XC-7,L5,Amorim,2020/07/14,1270,2015,Zerbst,TI-2474-76708,Trevino-Turner,med
FA,13,16473.40000,APU-15,L3,Mitschke,"11/07/2015, 00:00:00",1271,2020,Lourosa,QI-0979-26612,Faria,L
FB,52,,APU-12,L4,Roy and Sons,2022/05/28,1272,2021,Leeberg,OC-2905-51380,Macedo Faria e Filhos,normal
FA,115,9007.60000,APU-15,L6,Mitschke,2023-05-20,1273,2022,Lake Amy,VI-9564-94662,Pinto Gaspar S.A.,1
FC,4,14312.60000,APU-12,L1,Schenk GmbH,2017-11-23,1274,2020,Gifhorn,JQ-8585-62189,Pinho Lopes Lda., L 
FA,51,6163.60000,XC-7,L3,Mangold GbR,2023/03/01,1275,2023,Hensleyville,WI-3338-32697,Rogner KG,normal
FE,34,17874.60000,APU-20,L5,Johnson-Garrett,2015-03-17,1276,2019,Naila,DW-7077-76737,Kraushaar GbR,2
FC,7,28766.40000,APU-15,L2,Schenk GmbH,2020-05-19,1277,2016,Loulé,XX-3001-55458,Silva,med
FC,113,8455.00000,XC-7,L2,Rädel Löwer AG,2015-10-12,1278,2022,Biedenkopf,OG-9846-76691,Leal Freitas S/A,2
FA,48,,APU-12,L2,Rogner KG,21 Feb 2021,1279,2019,Póvoa de Santa Iria,HO-8875-09489,"Henson, Walker and Pruitt",2
FD,114,17135.30000,XC-7,L5,"Barker, Henson and Neal","04/10/2020, 00:00:00",1280,2020,Caldas da Rainha,ZP-8544-26448,"Moore, Kennedy and Berger",3
FC,108,23239.40000,APU-20,L5,"Gibbs, Scott and Moore",24 Mar 2022,1281,2018,São João da Madeira,CE-4298-29768,"Becker, Sanchez and Crawford",heavy
FA,28,13080.10000,XC-7,L1,"Moore, Kennedy and Berger","01/07/2023, 00:00:00",1282,2021,West Andrewborough,UE-6153-59060,"Barker, Henson and Neal", light 
FC,95,18072.80000,XC-7,L6,"Hernandez, Malone and Smith","03/07/2016, 00:00:00",1283,2019,Johnnymouth,TG-6396-91098,Zobel,1
FD,24,9457.20000,APU-12,L3,Hövel Jopich KG,2021-11-23,1284,2022,Póvoa de Santa Iria,TP-8539-93497,"Carter, Kim and Allen",1
FB,53,7620.30000,XC-7,L5,Faria,12 Dec 2023,1285,2022,Vila Real,ES-5066-25051,"Barker, Henson and Neal",N
FB,64,2514.20000,XC-7,L5,"Rivers, Welch and Hood",2019-09-12,1286,2024,Christinehaven,JV-4625-66801,Stroh,L
FE,0,7705.60000,XC-7,L2,"Carter, Kim and Allen",2016/02/01,1287,2022,Angermünde,BW-0306-70497,Teixeira,light
FA,82,11714.10000,APU-20,L4,Allen-Ferguson,2019-10-19,1288,2021,Ebersberg,ML-0536-00991,"Barker, Henson and Neal",2
FE,87,12343.20000,APU-12,L6,Trevino-Turner,2019-08-19,1289,2021,Leeberg,LW-1528-62365,"Rivers, Welch and Hood",med
FC,10,27037.20000,APU-12,L6,Pinto Gaspar S.A.,2023/09/22,1290,2017,Chaves,CW-5186-53566,Stroh,L
FE,29,4332.60000,APU-15,L2,"Carter, Kim and Allen","05/09/2024, 00:00:00",1291,2023,Caldas da Rainha,ED-6370-26837,Reinhardt,light
FC,44,6877.20000,APU-12,L2,Stroh,"11/28/2018, 00:00:00",1292,2023,Sacavém,PG-6422-18005,Kraushaar GbR,2
FA,3,12625.50000,APU-20,L5,Reinhardt,2021/01/04,1293,2021,São Salvador de Lordelo,DO-3414-32032,Walker Ltd,1
FE,39,9792.70000,APU-12,L5,Rädel Löwer AG,2016-04-29,1294,2022,Genthin,KZ-2602-66384,"Moore, Kennedy and Berger",1
FB,69,20214.10000,APU-15,L4,Pinto Gaspar S.A.,2015/04/27,1295,2019,Oranienburg,KE-5524-02087,Schenk GmbH,med
FE,61,12592.10000,APU-15,L1,Trevino-Turner,31 Dec 2016,1296,2021,Caldas da Rainha,IH-3752-36734,Walker Ltd,H
FC,105,43918.60000,APU-12,L4,Ribeiro,2016/05/02,1297,2012,Moniqueside,HE-4898-99953,"Hernandez, Malone and Smith",L
FC,84,3821.80000,XC-7,L4,Heinrich,05 Apr 2019,1298,2023,Tondela,ZN-2067-99538,Walker Ltd,3
FD,77,21399.20000,APU-12,L2,Heinrich,23 Feb 2015,1299,2018,Ebersberg,HJ-8025-89083,Mitschke, med 
FA,45,33294.80000,APU-12,L3,Mangold GbR,02 Aug 2022,1300,2015,Gifhorn,XI-1271-60865,Silva,2
FE,78,,XC-7,L1,Hermighausen Weinhold AG & Co. KG,14 Mar 2021,1301,2022,Gifhorn,NN-9321-19017,Gutknecht Stiftung & Co. KG,normal
FE,5,17994.80000,APU-20,L5,Faria,2019/10/04,1302,2019,Hensleyville,UV-5515-92943,Ribeiro,L
FD,50,27729.20000,APU-12,L4,Stroh,24 May 2020,1303,2017,Moniqueside,GB-3738-71327,"Gibbs, Scott and Moore",1
FC,78,15961.50000,APU-12,L6,Rogner KG,2024/11/29,1304,2020,Nordhausen,PJ-3839-99910,Johnson-Garrett,2
FB,91,6741.10000,APU-20,L3,Hofmann Bender GmbH,"07/11/2017, 00:00:00",1305,2023,Christinehaven,KJ-9710-06711,Mangold GbR,H
FB,47,9671.90000,APU-15,L4,Leal Freitas S/A,"06/10/2020, 00:00:00",1306,2022,Youngfort,AH-9372-36625,Christoph GmbH,heavy
FA,7,7547.50000,APU-12,L4,"Barker, Henson and Neal","01/29/2016, 00:00:00",1307,2022,Macedo de Cavaleiros,PU-7860-56599,Trapp Langern OHG mbH,light
FD,110,18300.70000,APU-15,L1,Zobel,2017-05-23,1308,2019,Angelashire,WF-1395-43766,Gutknecht Stiftung & Co. KG,H
FD,77,15944.20000,APU-12,L1,Leal Freitas S/A,2018-11-02,1309,2020,Moura,CJ-1842-55334,Ribeiro,normal
FD,46,17670.30000,XC-7,L6,Mitschke,17 Aug 2022,1310,2019,Tondela,FB-5131-87041,James PLC,2
FA,69,14689.30000,XC-7,L3,Rädel Löwer AG,2021/07/21,1311,2020,Amarante,AL-8166-75760,Hofmann Bender GmbH,1
FD,85,7550.90000,XC-7,L4,"Gibbs, Scott and Moore",22 Jan 2023,1312,2022,Barbarachester,LV-2955-61257,"Carter, Kim and Allen",1
FA,65,,APU-20,L2,James PLC,2018/12/12,1313,2022,Almada,CV-4229-44022,Rogner KG,2
FB,23,11566.50000,XC-7,L1,Stroh,15 Nov 2023,1314,2021,Oranienburg,TH-7575-83571,"Becker, Sanchez and Crawford",L
FB,31,26206.40000,XC-7,L1,Leal Freitas S/A,2023-03-23,1315,2017,Caldas da Rainha,YG-8603-90969,Zobel,light
FC,103,26866.40000,APU-12,L1,Pinto Gaspar S.A.,18 Sep 2024,1316,2017,Zerbst,EU-7146-22588,Macedo Faria e Filhos,L
FD,10,24137.30000,XC-7,L6,Leal Freitas S/A,13 Aug 2024,1317,2018,Torres Novas,JN-5921-10309,Pinho Lopes Lda.,L
FB,10,5356.00000,APU-15,L1,Roy and Sons,"11/28/2018, 00:00:00",1318,2023,Chaves,LH-5399-80935,"Becker, Sanchez and Crawford",L
FA,66,6241.20000,APU-15,L5,Schenk GmbH,2021-12-19,1319,2023,São João da Madeira,OB-4344-17850,Gutknecht Stiftung & Co. KG,light
FE,65,17939.80000,APU-20,L6,Silva,2022/05/17,1320,2019,Lake Amy,BG-9831-83604,Teixeira,med
FE,54,,APU-20,L4,"Henson, Walker and Pruitt",2019-12-04,1321,2020,Caldas da Rainha,BO-5055-58089,Zobel,L
FD,62,13822.90000,APU-20,L3,Gutknecht Stiftung & Co. KG,22 Jul 2017,1322,2021,Lake Amy,PN-8653-52245,Schenk GmbH,2
FB,56,14431.40000,XC-7,L3,Johnson-Garrett,2015-07-04,1323,2020,Genthin,ZX-0798-70178,Hermighausen Weinhold AG & Co. KG,2
FE,36,18676.90000,APU-12,L2,Hofmann Bender GmbH,"05/01/2016, 00:00:00",1324,2019,Johnnymouth,VH-9296-91573,Faria,3
FA,34,8324.40000,APU-15,L6,Macedo Faria e Filhos,2021/01/15,1325,2022,Cartaxo,LF-5792-70036,Faria,L
FB,14,10764.50000,APU-12,L4,Johnson-Garrett,2022/12/08,1326,2021,Christinehaven,OR-5276-18119,Hermighausen Weinhold AG & Co. KG,light
FE,22,6647.30000,APU-20,L1,Roy and Sons,16 Jul 2016,1327,2023,Moura,QX-3855-44102,Hofmann Bender GmbH,L
FD,11,8091.50000,APU-20,L3,Rogner KG,15 Jan 2015,1328,2022,South Renee,OL-0498-36480,"Rivers, Welch and Hood",L
FD,45,11789.10000,APU-20,L1,Trapp Langern OHG mbH,20 Sep 2022,1329,2021,Bad Freienwalde,GN-4748-78571,"Moore, Kennedy and Berger",H
FE,61,8178.10000,XC-7,L1,Pinto Gaspar S.A.,09 Jan 2020,1330,2022,Youngfort,KD-1959-62939,"Barker, Henson and Neal",H
FB,12,9042.50000,XC-7,L3,Schenk GmbH,09 Apr 2016,1331,2022,Moura,TD-0441-12646,Gutknecht Stiftung & Co. KG,light
FE,11,17802.20000,APU-20,L2,"Hernandez, Malone and Smith",2023/09/27,1332,2019,São João da Madeira,TS-0777-31195,Kraushaar GbR,L
FD,51,31382.10000,APU-12,L6,Rädel Löwer AG,26 Aug 2015,1333,2016,Bruchsal,OP-4283-11611,Huhn KGaA,med
FB,117,4295.90000,APU-15,L5,Trevino-Turner,"10/21/2019, 00:00:00",1334,2023,Hensleyville,FV-7758-79842,Reinhardt,H
FD,34,23513.60000,APU-12,L4,Johnson-Garrett,2022/05/04,1335,2018,Christinehaven,QO-4573-51905,Roy and Sons, L 
